fgood,cbs1,cbinq,cbline,cbterm,cblineut,cbtob,cbdpd,cbnew,pmt,dpd,home,online,period
0,504,0,1,1,55.59562763,5,No,No,M,Low,No,No,28-02-2017
0,578,2,3,1,51.23722866,5,No,No,M,Low,No,No,31-07-2017
0,NA,2,3,1,53.91911834,6,No,No,M,Low,No,Yes,30-04-2017
0,712,1,1,0,20.78019861,6,No,No,A,NO,Yes,Yes,30-06-2017
0,559,2,3,1,46.80927364,5,No,No,M,High,No,Yes,30-09-2017
0,561,0,2,1,60.60175004,4,Yes,Yes,A,High,No,Yes,31-03-2017
0,583,0,0,0,33.79437489,5,No,Yes,M,Low,No,Yes,30-06-2017
0,637,1,2,1,32.42696422,6,No,No,A,NO,No,Yes,31-01-2017
0,650,1,1,1,58.58760216,5,No,No,M,NO,No,Yes,30-04-2017
0,634,1,2,1,28.48362701,6,No,No,M,NO,No,Yes,31-05-2017
0,614,1,0,1,56.77254188,6,No,No,A,High,Yes,No,31-01-2017
0,524,1,3,0,39.02653013,4,No,No,M,High,No,No,31-01-2017
0,702,0,1,0,48.28215158,6,No,No,A,NO,No,Yes,31-08-2017
0,720,2,1,1,32.40231565,6,No,No,P,NO,No,No,31-01-2017
0,721,0,2,0,39.4237485,6,No,No,A,NO,No,No,31-05-2017
0,775,0,0,0,33.00823548,7,No,No,A,NO,Yes,Yes,30-09-2017
0,645,0,1,1,54.6200357,5,No,No,A,NO,No,No,30-06-2017
0,683,1,3,0,59.56551273,4,No,No,A,NO,No,Yes,30-09-2017
0,530,1,2,0,60.54250089,3,No,Yes,A,Low,No,Yes,28-02-2017
0,538,0,2,1,49.52540256,5,No,No,A,High,No,Yes,30-04-2017
0,725,1,0,0,40.06162034,6,No,No,A,NO,No,No,30-04-2017
0,735,1,0,0,43.98883255,7,No,No,M,NO,No,Yes,31-05-2017
0,689,0,3,0,40.51332506,7,Yes,Yes,M,NO,No,Yes,30-04-2017
0,694,1,3,1,55.68829168,5,No,No,A,NO,No,Yes,31-03-2017
0,660,0,1,0,38.86990728,5,No,No,M,NO,No,No,31-01-2017
0,651,0,3,1,65.5384773,6,No,No,M,Low,No,Yes,31-03-2017
0,NA,1,3,1,48.24079596,6,Yes,No,A,NO,No,Yes,30-04-2017
0,NA,1,1,1,40.87766042,6,No,No,M,NO,No,Yes,30-09-2017
0,615,1,2,0,44.24934584,5,No,No,A,NO,No,Yes,31-05-2017
0,699,2,3,1,37.65444502,6,No,No,M,NO,No,Yes,31-01-2017
0,716,1,0,0,57.41858798,6,No,No,M,NO,No,Yes,31-07-2017
0,748,1,1,0,34.43167769,8,No,No,A,NO,Yes,No,30-04-2017
0,642,0,0,0,36.91625488,6,No,No,A,NO,Yes,Yes,30-04-2017
0,NA,0,2,0,49.46783654,6,No,No,A,NO,No,Yes,31-07-2017
0,642,0,1,0,50.61877263,5,No,Yes,A,NO,Yes,Yes,30-04-2017
0,625,1,2,0,44.37544133,8,Yes,Yes,P,High,No,Yes,30-04-2017
0,660,1,3,1,37.7702922,6,No,No,A,NO,Yes,No,31-07-2017
0,NA,1,3,1,47.35528521,4,No,No,A,NO,No,No,31-05-2017
0,642,1,3,1,72.49184517,6,No,No,P,Low,Yes,No,30-09-2017
0,607,0,2,2,35.21906264,7,No,No,A,NO,No,No,28-02-2017
0,665,0,0,0,17.86214854,5,No,No,P,NO,Yes,No,28-02-2017
0,NA,1,3,1,49.60953296,7,No,No,A,NO,No,No,28-02-2017
0,585,0,2,1,40.42654571,5,No,No,M,NO,Yes,Yes,31-08-2017
0,702,0,2,1,44.40043655,6,No,No,A,NO,Yes,Yes,31-08-2017
0,643,1,3,0,46.4346587,5,No,Yes,A,NO,Yes,Yes,30-09-2017
0,666,0,0,0,54.91089156,4,No,No,M,NO,No,Yes,31-07-2017
0,705,0,0,0,36.18278769,5,No,No,A,NO,Yes,No,31-03-2017
0,722,0,2,0,48.6482889,7,No,No,M,NO,No,Yes,30-09-2017
0,642,0,1,1,35.94606856,5,No,No,M,NO,Yes,Yes,31-01-2017
0,NA,2,3,1,62.53787599,5,No,No,A,High,Yes,No,31-07-2017
0,653,0,0,1,41.54697891,8,No,No,P,NO,No,Yes,28-02-2017
0,678,1,3,1,52.53505905,4,No,No,M,NO,No,Yes,31-05-2017
0,598,1,3,0,36.14388114,4,No,No,M,NO,No,No,30-04-2017
0,577,2,3,2,77.12956225,3,Yes,Yes,M,High,No,Yes,28-02-2017
0,706,2,3,1,52.6406428,4,No,No,A,NO,No,Yes,31-08-2017
0,632,0,1,1,31.16102785,4,No,No,M,NO,No,Yes,30-09-2017
0,621,1,2,0,48.18697624,6,No,No,A,NO,Yes,Yes,31-12-2016
0,723,2,2,0,26.42528899,6,No,No,M,NO,No,No,31-08-2017
0,674,0,2,0,56.52667401,6,No,No,A,High,No,No,31-05-2017
0,651,0,1,1,42.87862359,5,No,No,A,NO,Yes,Yes,30-09-2017
0,629,2,3,2,45.53111913,6,No,No,M,High,No,Yes,28-02-2017
0,633,0,0,1,49.39827432,6,No,No,M,NO,No,No,31-07-2017
0,NA,2,3,1,54.42055454,6,No,No,P,Low,Yes,Yes,31-03-2017
0,650,1,1,0,21.41520997,4,No,No,A,NO,Yes,Yes,31-07-2017
0,527,0,3,1,35.77453839,3,Yes,No,A,High,Yes,Yes,31-05-2017
0,691,0,2,1,38.29403241,4,No,No,M,NO,No,Yes,30-06-2017
0,621,1,2,0,43.66106724,5,No,No,A,Low,No,No,31-03-2017
0,679,0,0,0,40.73254606,7,No,No,A,NO,Yes,Yes,31-01-2017
0,744,0,0,1,41.93421575,8,No,No,A,NO,Yes,No,31-08-2017
0,632,0,1,0,28.54123986,7,No,No,A,NO,No,Yes,30-06-2017
0,684,1,0,0,24.32020287,7,No,No,M,NO,No,No,30-06-2017
0,620,0,1,1,36.0719101,6,No,No,A,NO,No,No,30-09-2017
0,690,1,3,1,59.06987687,5,No,No,M,NO,No,Yes,31-05-2017
0,707,0,0,0,48.01176504,7,No,No,A,NO,Yes,No,31-05-2017
0,550,0,3,0,60.92893006,4,Yes,Yes,P,High,Yes,Yes,31-05-2017
0,714,0,1,0,41.40382207,8,No,No,P,NO,Yes,Yes,31-12-2016
0,724,1,1,1,41.20437369,6,No,No,M,NO,No,Yes,31-01-2017
0,685,0,1,0,44.68942726,8,No,No,P,NO,Yes,No,30-09-2017
0,640,1,3,1,39.22450766,5,No,No,M,NO,No,Yes,31-07-2017
0,590,0,0,0,36.07713609,7,No,No,M,NO,No,Yes,31-07-2017
0,639,0,2,1,45.23821949,4,No,No,M,High,No,Yes,28-02-2017
0,678,2,3,2,46.03845101,7,No,No,A,Low,No,Yes,30-06-2017
0,653,2,2,0,47.70229821,6,No,No,P,NO,Yes,Yes,30-04-2017
0,662,0,2,1,39.42473006,4,No,No,A,NO,Yes,Yes,31-05-2017
0,693,0,0,1,25.48385894,6,No,No,A,NO,No,Yes,30-04-2017
0,688,0,2,0,46.29502085,6,No,No,A,NO,No,Yes,30-09-2017
0,680,1,0,0,7.329922748,7,No,No,P,NO,Yes,No,31-12-2016
0,NA,0,1,0,34.79201226,6,No,No,P,NO,No,No,30-06-2017
0,NA,2,3,2,43.56512077,5,No,No,A,High,No,Yes,31-05-2017
0,699,1,2,0,56.295434,6,No,No,A,NO,Yes,Yes,28-02-2017
0,633,0,1,1,60.73617028,5,No,No,A,NO,Yes,No,30-06-2017
0,632,0,0,1,60.92416214,5,Yes,Yes,M,Low,No,Yes,31-12-2016
0,632,0,0,0,27.65933918,7,No,No,P,NO,No,Yes,31-07-2017
0,667,2,3,2,42.30002493,4,No,No,M,NO,No,Yes,31-01-2017
0,665,2,3,1,53.08810812,5,No,No,A,NO,No,No,31-03-2017
0,547,2,3,1,59.07912911,3,Yes,Yes,M,High,No,Yes,28-02-2017
0,639,0,2,0,33.9736107,5,No,No,M,NO,Yes,Yes,31-03-2017
0,621,1,2,1,39.41393873,6,No,No,A,NO,No,Yes,30-06-2017
0,662,2,3,1,38.68420271,5,No,Yes,M,NO,No,Yes,31-05-2017
0,750,1,0,0,32.79861045,8,No,No,P,NO,Yes,Yes,31-01-2017
0,629,1,2,0,41.10630309,5,No,No,M,NO,Yes,Yes,30-04-2017
0,613,0,0,0,46.26970179,4,No,No,A,NO,No,Yes,31-12-2016
0,574,0,2,0,26.54576239,6,No,No,P,NO,Yes,No,31-08-2017
0,632,1,2,1,48.46209865,6,Yes,Yes,P,NO,No,Yes,31-12-2016
0,591,1,2,1,49.89825758,4,No,No,A,Low,No,Yes,31-05-2017
0,623,2,3,2,42.08766982,5,No,Yes,M,High,No,Yes,31-12-2016
0,648,0,0,0,51.65664534,6,No,No,M,NO,No,Yes,31-08-2017
0,650,2,3,1,58.7095781,6,Yes,No,A,High,No,Yes,31-08-2017
0,548,0,0,0,43.52005688,4,No,No,M,NO,No,No,31-07-2017
0,646,0,1,0,46.88288661,5,No,No,P,NO,Yes,Yes,28-02-2017
0,676,0,0,0,60.41587505,6,No,No,A,NO,No,Yes,30-06-2017
0,524,0,0,1,47.27961669,3,No,Yes,M,NO,No,Yes,30-04-2017
0,642,2,2,1,37.10764475,7,No,No,P,Low,No,Yes,31-12-2016
0,739,0,2,0,40.05977918,8,No,No,A,NO,No,Yes,31-03-2017
0,652,1,1,0,16.8054909,6,No,No,P,NO,No,Yes,28-02-2017
0,730,1,1,0,23.33625533,6,No,No,P,NO,Yes,Yes,30-06-2017
0,550,1,2,2,66.21658061,4,Yes,Yes,M,High,No,Yes,31-08-2017
0,572,1,3,1,43.64862124,5,Yes,Yes,A,High,No,Yes,31-07-2017
0,582,0,0,0,38.21159246,4,No,Yes,A,NO,No,No,31-03-2017
0,NA,1,1,1,52.86268395,6,No,No,A,NO,No,No,31-05-2017
0,658,1,0,1,52.5725199,5,No,No,M,NO,Yes,Yes,28-02-2017
0,688,0,1,0,46.21122624,7,No,No,A,NO,No,No,30-06-2017
0,583,1,2,0,36.79405088,5,No,No,A,Low,No,Yes,31-08-2017
0,NA,1,1,0,30.84433236,6,No,No,A,NO,Yes,Yes,31-01-2017
0,718,1,2,1,53.57568737,7,No,No,P,NO,Yes,No,31-01-2017
0,699,0,0,0,12.99064207,8,No,No,M,NO,No,No,30-04-2017
0,557,1,2,1,51.57839976,4,No,No,A,NO,No,Yes,31-01-2017
0,655,0,2,0,47.41313638,6,No,No,P,NO,Yes,No,30-04-2017
0,669,1,2,0,30.05658493,7,No,No,M,NO,No,Yes,31-05-2017
0,599,0,2,1,58.5006415,6,Yes,No,M,High,No,No,31-01-2017
0,590,1,3,1,51.23745171,5,Yes,Yes,P,Low,No,Yes,30-09-2017
0,623,0,2,1,51.29140581,4,No,No,M,NO,No,Yes,31-05-2017
0,612,2,3,1,57.80863975,5,Yes,No,P,High,Yes,No,30-06-2017
0,606,0,3,1,42.539584,7,No,No,M,Low,No,No,30-09-2017
0,587,1,1,0,45.85078093,5,No,No,A,NO,No,Yes,31-01-2017
0,615,1,2,1,33.22197355,8,No,No,P,Low,No,No,31-08-2017
0,577,1,2,1,41.23338724,5,No,No,A,Low,No,No,28-02-2017
0,701,1,3,1,44.05853454,6,No,No,M,NO,No,Yes,28-02-2017
0,729,1,1,1,41.09089214,8,No,No,M,NO,No,Yes,30-04-2017
0,613,2,2,1,54.3679066,5,No,No,P,NO,No,Yes,31-05-2017
0,691,0,0,0,43.38656921,7,No,No,A,NO,Yes,Yes,31-08-2017
0,606,1,1,1,62.61247974,4,No,No,A,NO,Yes,Yes,31-07-2017
0,651,0,0,0,45.24272604,6,No,No,A,High,Yes,Yes,30-04-2017
0,540,1,1,0,46.12271437,4,No,No,A,High,No,Yes,28-02-2017
0,672,1,2,1,29.13561935,7,No,No,M,NO,No,Yes,30-04-2017
0,600,1,3,1,40.41839525,5,Yes,No,A,High,Yes,Yes,31-12-2016
0,606,2,3,1,43.22405862,3,No,No,A,High,No,Yes,31-12-2016
0,675,0,2,1,66.87717441,7,No,No,M,NO,No,Yes,30-09-2017
0,583,0,0,1,40.16437982,6,No,No,A,NO,Yes,No,31-08-2017
0,779,1,2,1,56.18187794,8,No,No,A,NO,No,No,31-05-2017
0,706,1,2,2,43.76008825,7,No,No,P,NO,Yes,Yes,30-09-2017
0,675,0,1,1,45.25515736,7,No,No,M,Low,No,Yes,31-08-2017
0,648,0,0,0,43.39496907,3,No,No,M,NO,Yes,Yes,31-05-2017
0,NA,1,3,1,32.99070093,5,No,No,M,NO,Yes,Yes,31-03-2017
0,633,1,2,0,45.51094871,4,No,No,P,NO,Yes,Yes,30-09-2017
0,632,0,2,1,52.05922994,6,Yes,No,A,High,No,Yes,30-09-2017
0,605,1,2,0,39.92606706,4,No,Yes,M,NO,No,Yes,30-04-2017
0,681,1,2,0,51.2455977,5,No,No,M,NO,No,Yes,31-01-2017
0,610,1,2,1,48.45980365,3,No,Yes,A,Low,No,Yes,31-12-2016
0,651,0,1,1,37.87986638,7,No,No,M,Low,No,No,31-08-2017
0,661,1,2,1,39.63064414,6,No,No,P,NO,No,Yes,31-07-2017
0,738,1,1,0,53.78462123,7,No,No,A,NO,Yes,No,31-08-2017
0,586,1,3,1,66.90650663,3,No,No,M,High,No,Yes,28-02-2017
0,700,0,1,1,38.47553205,6,No,No,A,NO,No,No,28-02-2017
0,NA,1,2,1,54.06987562,6,No,No,M,NO,No,No,31-01-2017
0,NA,0,0,0,20.97175245,5,No,No,A,NO,No,Yes,30-04-2017
0,558,2,3,1,80.75434018,3,No,Yes,A,High,No,Yes,28-02-2017
0,729,2,2,1,62.35858592,6,Yes,Yes,A,NO,Yes,Yes,31-01-2017
0,611,1,1,0,62.51573671,6,Yes,Yes,M,High,No,Yes,31-03-2017
0,702,0,1,0,47.76857026,6,No,No,M,NO,Yes,Yes,30-04-2017
0,690,0,0,0,26.71121779,6,No,No,A,NO,No,Yes,30-06-2017
0,656,0,0,0,43.35301741,6,No,Yes,P,NO,Yes,Yes,31-08-2017
0,657,0,2,0,40.84576818,6,No,No,P,NO,Yes,No,31-05-2017
0,594,1,1,1,39.57697526,4,No,No,A,NO,No,Yes,31-08-2017
0,600,0,3,2,43.53539678,6,Yes,No,A,High,Yes,Yes,31-07-2017
0,594,0,0,0,49.37024104,4,No,Yes,M,NO,No,Yes,31-05-2017
0,721,2,3,0,52.93637642,4,No,No,A,NO,No,Yes,30-06-2017
0,605,1,2,1,31.94218845,6,No,No,P,NO,Yes,Yes,31-07-2017
0,NA,1,2,1,42.55628436,5,No,No,A,NO,Yes,Yes,31-12-2016
0,637,1,2,1,49.83289384,5,No,No,A,NO,No,Yes,31-01-2017
0,664,0,0,1,43.05996036,3,No,No,M,NO,No,Yes,31-12-2016
0,653,0,0,0,44.99191364,5,No,No,M,NO,No,Yes,31-05-2017
0,666,0,2,1,73.86386789,6,Yes,No,M,NO,Yes,Yes,31-03-2017
0,655,0,2,1,38.81710906,6,No,No,A,NO,Yes,Yes,28-02-2017
0,602,0,0,1,55.37874487,6,Yes,No,P,High,Yes,No,31-08-2017
0,NA,2,3,0,69.20352491,4,No,Yes,M,NO,No,No,30-04-2017
0,670,0,0,0,55.14449889,7,Yes,No,M,Low,Yes,Yes,30-06-2017
0,614,0,2,1,64.81600389,3,No,No,M,NO,No,Yes,31-08-2017
0,732,1,0,0,41.11480139,7,No,No,M,NO,No,No,31-05-2017
0,634,0,0,0,44.99836121,8,No,No,A,NO,Yes,No,28-02-2017
0,NA,0,1,1,32.09339116,5,No,No,M,NO,Yes,No,31-08-2017
0,620,2,3,1,32.02597945,6,No,No,M,NO,No,No,30-09-2017
0,575,0,1,1,51.18126056,5,No,No,A,Low,No,Yes,30-09-2017
0,660,0,0,1,35.65210773,3,No,No,M,NO,No,Yes,31-05-2017
0,635,0,1,0,54.55725903,7,No,No,M,High,No,Yes,31-12-2016
0,623,0,2,1,30.38508768,6,No,No,M,NO,No,No,31-07-2017
0,696,0,1,0,58.77471068,5,No,No,M,Low,No,Yes,30-06-2017
0,621,2,3,1,57.34634239,6,No,Yes,M,NO,No,Yes,30-04-2017
0,NA,0,2,0,37.64335774,6,No,No,A,High,No,No,31-05-2017
0,699,2,1,1,53.94396028,5,No,No,M,NO,Yes,No,30-06-2017
0,638,1,0,0,48.81800794,6,Yes,Yes,A,NO,Yes,Yes,28-02-2017
0,694,2,1,2,41.51026864,5,No,No,M,High,No,Yes,31-12-2016
0,568,1,3,1,58.04354356,3,No,No,M,High,No,Yes,30-04-2017
0,585,0,1,1,24.05704023,7,No,No,A,Low,No,No,31-05-2017
0,661,0,3,1,49.14499365,5,No,No,A,NO,No,Yes,31-05-2017
0,638,0,1,0,33.93629712,5,No,Yes,M,NO,No,Yes,28-02-2017
0,563,1,3,0,52.48061538,5,No,Yes,M,High,No,Yes,30-04-2017
0,602,0,0,0,31.13300397,5,No,No,M,NO,No,No,28-02-2017
0,569,1,1,0,35.23008848,5,No,No,M,Low,No,Yes,31-01-2017
0,591,1,0,1,42.19318561,4,No,No,M,Low,Yes,Yes,31-12-2016
0,753,0,1,1,43.83842278,7,No,No,A,NO,Yes,Yes,30-04-2017
0,590,1,2,2,40.7004734,4,No,No,A,NO,Yes,Yes,30-09-2017
0,744,0,1,1,41.20831219,8,No,No,M,NO,No,Yes,30-04-2017
0,571,0,2,0,38.43885049,4,No,No,P,NO,No,Yes,30-09-2017
0,640,1,2,0,55.65758493,5,No,No,P,High,Yes,Yes,31-01-2017
0,623,1,2,0,54.46341612,4,No,No,M,NO,No,Yes,31-08-2017
0,528,1,3,1,62.87751893,4,Yes,No,M,High,No,No,31-01-2017
0,557,1,3,1,37.06202225,5,No,No,M,NO,No,Yes,30-04-2017
0,587,1,3,1,69.58966773,5,Yes,Yes,M,High,No,Yes,31-03-2017
0,761,1,2,0,39.27166877,7,No,No,A,NO,Yes,Yes,30-04-2017
0,576,2,2,1,49.56126745,5,No,No,M,High,No,No,30-04-2017
0,600,1,2,0,38.20404708,6,No,Yes,M,NO,Yes,No,30-04-2017
0,785,0,0,0,39.99146067,8,No,No,A,NO,No,No,31-05-2017
0,740,1,3,1,51.75580356,4,No,No,M,NO,No,Yes,30-09-2017
0,723,0,0,0,25.69514305,5,No,No,P,NO,Yes,Yes,28-02-2017
0,611,0,2,0,75.97523213,6,Yes,Yes,M,High,No,Yes,31-12-2016
0,718,1,2,0,54.6857802,6,No,No,A,NO,No,Yes,30-04-2017
0,612,1,2,1,72.8969613,3,No,No,A,Low,Yes,Yes,31-07-2017
0,600,1,2,1,54.23930848,5,Yes,Yes,M,High,No,No,31-07-2017
0,645,0,0,0,44.05609222,6,No,No,P,NO,Yes,No,31-03-2017
0,NA,1,3,0,44.11364125,4,No,Yes,M,High,No,Yes,28-02-2017
0,549,0,0,0,36.1990566,5,No,No,M,Low,Yes,Yes,30-09-2017
0,727,0,1,1,33.5207193,6,No,No,A,NO,Yes,No,30-09-2017
0,600,0,0,1,47.05926782,5,No,No,M,NO,No,Yes,31-12-2016
0,679,0,1,0,39.93086267,6,No,No,M,NO,Yes,Yes,30-09-2017
0,581,1,2,0,51.97441306,5,Yes,Yes,M,High,No,Yes,28-02-2017
0,649,2,2,0,46.32057842,5,No,Yes,M,Low,No,Yes,28-02-2017
0,625,0,3,0,38.8397839,7,No,No,M,NO,No,Yes,31-05-2017
0,566,2,3,2,26.59113981,4,No,No,M,High,No,Yes,31-01-2017
0,662,0,1,0,41.72948723,7,Yes,No,P,NO,Yes,Yes,30-06-2017
0,645,1,3,0,45.24559666,6,No,No,A,NO,No,No,30-09-2017
0,575,1,3,1,45.45110647,6,No,No,M,High,No,Yes,31-03-2017
0,500,1,2,1,35.35423049,4,No,Yes,M,Low,No,Yes,28-02-2017
0,650,1,3,1,56.62216374,6,No,Yes,M,NO,No,Yes,30-09-2017
0,667,1,2,1,71.05095336,6,No,Yes,A,NO,No,No,31-05-2017
0,719,1,2,1,49.21218126,6,No,No,M,NO,No,Yes,28-02-2017
0,767,1,3,2,61.3360796,5,No,No,A,NO,No,Yes,31-12-2016
0,694,1,2,1,35.91226319,7,No,No,A,NO,Yes,No,31-03-2017
0,630,0,2,1,38.25161104,7,No,No,A,Low,No,Yes,30-06-2017
0,NA,1,0,1,58.20916703,5,No,No,M,Low,No,Yes,30-06-2017
0,731,1,0,0,41.47848385,6,No,No,A,NO,No,Yes,30-09-2017
0,573,0,0,1,29.98106861,5,No,No,A,NO,No,No,28-02-2017
0,678,0,1,1,48.85834533,6,No,No,A,NO,Yes,Yes,31-07-2017
0,576,1,1,1,49.26783605,7,No,No,A,High,No,Yes,30-09-2017
0,654,1,1,0,32.64505969,5,No,No,A,NO,No,Yes,31-07-2017
0,NA,0,1,1,47.44679778,6,No,No,M,NO,Yes,No,31-05-2017
0,683,1,3,1,46.11815765,8,No,No,M,Low,No,Yes,30-09-2017
0,647,1,3,1,37.45299435,6,No,Yes,P,NO,Yes,No,30-06-2017
0,644,0,1,1,42.00374602,6,No,No,P,NO,Yes,No,30-04-2017
0,530,0,1,0,44.62185701,5,No,No,A,High,Yes,No,31-03-2017
0,492,1,1,2,51.51877315,4,No,No,A,High,No,Yes,31-12-2016
0,670,1,2,1,61.70455292,5,No,No,M,NO,No,Yes,31-01-2017
0,NA,1,2,0,72.95789343,5,Yes,Yes,M,High,No,Yes,31-08-2017
0,602,0,2,1,65.47449802,4,Yes,Yes,M,NO,No,No,31-07-2017
0,633,1,2,0,28.77312196,5,No,No,M,NO,No,Yes,31-05-2017
0,671,2,3,1,37.07178545,4,No,No,A,NO,Yes,Yes,30-04-2017
0,582,2,2,2,55.07670014,4,No,Yes,M,High,No,Yes,31-03-2017
0,641,1,2,0,61.66906555,3,No,Yes,A,Low,No,No,31-05-2017
0,NA,0,0,1,46.11745607,8,No,No,M,NO,Yes,Yes,31-12-2016
0,NA,0,0,0,52.59710609,7,No,No,A,NO,Yes,Yes,30-06-2017
0,651,0,2,1,54.37197472,6,No,No,A,NO,Yes,No,30-04-2017
0,634,1,1,1,64.88931075,7,No,No,M,High,No,No,31-01-2017
0,577,1,2,1,62.57424072,5,No,Yes,M,Low,No,Yes,31-08-2017
0,586,0,0,0,46.7555115,4,No,No,A,NO,No,Yes,30-04-2017
0,711,1,3,1,37.84094287,4,No,No,A,NO,No,Yes,31-05-2017
0,555,1,3,1,41.24351651,7,Yes,No,A,High,No,Yes,31-07-2017
0,660,1,3,1,61.82777163,6,No,No,A,NO,No,Yes,30-09-2017
0,623,1,1,1,29.76867691,4,No,No,A,NO,No,Yes,31-01-2017
0,612,0,1,1,49.81936059,4,No,No,M,NO,Yes,Yes,31-07-2017
0,533,1,1,1,52.11900088,3,No,No,M,High,No,Yes,30-04-2017
0,723,0,1,0,26.15430137,8,No,No,M,NO,No,Yes,31-12-2016
0,544,0,1,0,22.49507134,5,No,No,M,High,No,Yes,31-03-2017
0,666,1,1,0,55.79765174,6,No,No,A,NO,Yes,Yes,31-03-2017
0,532,1,2,0,61.42977437,6,No,No,M,High,No,Yes,31-08-2017
0,608,0,0,0,22.41214439,6,No,No,M,NO,Yes,Yes,31-08-2017
0,672,0,0,0,34.56016726,7,No,No,A,NO,No,Yes,30-06-2017
0,686,0,1,1,36.14852372,6,No,No,M,NO,No,No,30-04-2017
0,605,2,3,1,56.6111255,4,No,No,M,High,No,Yes,31-03-2017
0,653,1,2,1,24.99189599,6,No,No,M,NO,No,Yes,31-03-2017
0,604,1,1,1,51.781758,6,Yes,Yes,M,Low,Yes,No,31-07-2017
0,593,1,3,1,58.03848631,4,Yes,No,M,High,No,Yes,31-07-2017
0,668,1,2,1,42.80456013,5,No,No,A,NO,No,Yes,31-07-2017
0,NA,1,0,0,44.9683498,5,No,No,M,NO,No,Yes,31-08-2017
0,725,2,3,2,43.78543651,6,No,No,P,NO,Yes,Yes,31-07-2017
0,632,1,1,1,33.89296441,6,No,No,M,Low,No,Yes,31-03-2017
0,727,1,0,1,41.79251053,7,No,No,M,NO,No,Yes,30-04-2017
0,582,2,3,0,42.15600153,4,No,Yes,M,Low,No,Yes,31-08-2017
0,528,1,3,1,33.47682448,4,No,Yes,M,High,No,Yes,30-06-2017
0,691,0,0,1,31.14975716,7,No,No,A,NO,Yes,No,31-01-2017
0,576,1,3,1,43.58871061,4,Yes,Yes,A,Low,No,Yes,31-01-2017
0,546,0,1,1,49.55826652,5,Yes,No,M,High,Yes,Yes,31-08-2017
0,672,0,1,0,40.64240766,6,No,No,M,NO,No,Yes,31-12-2016
0,706,0,0,0,18.21302021,8,No,No,P,NO,Yes,No,31-01-2017
0,495,0,0,1,39.96123048,5,Yes,Yes,M,High,No,Yes,30-09-2017
0,655,2,2,1,55.8255923,4,No,No,M,NO,No,Yes,31-12-2016
0,615,0,0,1,58.57738628,6,Yes,No,M,High,No,Yes,31-08-2017
0,758,0,3,1,19.99755397,7,No,No,P,NO,Yes,No,31-07-2017
0,656,1,1,0,36.42371026,5,No,No,A,NO,No,Yes,28-02-2017
0,647,1,2,0,20.65789595,7,No,Yes,M,NO,No,Yes,31-01-2017
0,689,1,1,0,21.67880764,6,No,No,M,NO,Yes,No,31-08-2017
0,NA,1,2,1,47.60408257,3,No,No,M,NO,No,Yes,31-08-2017
0,578,1,1,0,49.6822797,6,No,No,P,High,No,No,31-07-2017
0,631,0,1,0,63.90837639,5,No,No,A,NO,No,Yes,30-06-2017
0,710,0,0,0,27.76523939,8,No,No,A,NO,No,No,31-01-2017
0,635,1,3,1,41.77335678,5,No,No,M,NO,No,Yes,31-12-2016
0,NA,1,2,1,39.29448778,3,No,No,M,NO,No,No,30-06-2017
0,NA,2,2,1,40.35604724,6,No,No,P,NO,No,Yes,31-12-2016
0,646,0,2,1,43.43508512,5,No,No,P,NO,No,No,30-09-2017
0,680,0,0,0,30.53712001,7,No,No,A,NO,No,Yes,31-01-2017
0,633,0,0,0,33.12715078,5,No,No,M,NO,No,Yes,28-02-2017
0,641,1,0,1,63.13930152,4,No,No,M,NO,No,No,31-01-2017
0,702,0,0,0,37.46551022,7,No,No,M,NO,Yes,No,30-04-2017
0,618,0,1,0,55.76646069,5,No,No,M,High,No,Yes,31-07-2017
0,543,1,3,1,55.0454596,6,Yes,No,M,High,No,Yes,31-03-2017
0,697,0,1,1,29.22140489,8,No,No,P,NO,No,Yes,30-06-2017
0,630,1,0,0,27.81247918,5,No,No,M,NO,Yes,Yes,31-08-2017
0,NA,1,1,1,29.57781269,5,No,Yes,A,Low,No,Yes,31-03-2017
0,NA,1,1,1,55.20493131,5,No,No,P,NO,Yes,No,30-04-2017
0,560,1,3,1,39.14827873,5,No,No,M,High,No,Yes,28-02-2017
0,618,0,0,1,40.3185242,6,No,No,M,High,No,Yes,28-02-2017
0,697,0,2,0,42.47827673,7,Yes,No,M,High,No,No,30-06-2017
0,NA,2,3,1,29.50857786,4,No,No,M,NO,No,Yes,30-06-2017
0,629,2,2,0,54.90453662,6,No,No,M,NO,Yes,No,31-03-2017
0,571,2,3,1,46.27073599,5,No,Yes,A,Low,No,Yes,31-03-2017
0,547,0,0,1,48.09325691,5,No,Yes,A,NO,No,No,31-12-2016
0,732,1,0,1,37.15348665,7,No,No,A,NO,No,Yes,31-01-2017
0,741,1,2,0,39.70944875,6,No,No,A,NO,Yes,Yes,31-03-2017
0,683,1,2,0,60.44442468,6,No,No,M,NO,Yes,Yes,30-04-2017
0,NA,1,1,0,42.54063894,7,No,No,M,NO,No,No,31-07-2017
0,753,1,1,1,32.82201839,6,No,No,M,NO,No,Yes,31-01-2017
0,696,1,1,1,48.23778351,5,No,No,M,NO,No,Yes,31-08-2017
0,590,0,2,0,39.65912128,3,No,No,M,NO,No,Yes,31-03-2017
0,NA,1,2,0,30.9113833,5,No,No,A,NO,Yes,No,30-09-2017
0,674,0,0,0,56.19601328,5,No,No,A,NO,No,No,28-02-2017
